Incident_case_id,Date,Offense,Street_Number,Street_Address,Zip Codes,Precinent
PP21100100000650,10/1/2021,THEFT,9800 BLOCK,9812 PASSAGE DR,17002,
PP21100100000447,10/1/2021,"B & E, COMMERCIAL",4500 BLOCK,4531 TELFAIR BLVD,15577,
PP21100100000774,10/1/2021,THEFT FROM AUTO,3100 BLOCK,3110 CALVERTON BLVD,15750,
PP21100100001349,10/1/2021,THEFT FROM AUTO,3100 BLOCK,3156 GRACEFIELD RD,15750,
PP21100100002158,10/1/2021,THEFT FROM AUTO,15500 BLOCK,15524 BRANDYWINE RD,9221,
PP21100100000322,10/1/2021,THEFT FROM AUTO,5000 BLOCK,5029 MANGUM RD,15305,
PP21100100000339,10/1/2021,THEFT FROM AUTO,9300 BLOCK,9300 LOTTSFORD RD WB,8340,
PP21100100000376,10/1/2021,THEFT FROM AUTO,8900 BLOCK,8907 TONBRIDGE TER,32845,
PP21100100000134,10/1/2021,"AUTO, STOLEN",5900 BLOCK,5921 SILVER HILL RD NB,15814,
PP21100100002389,10/1/2021,ACCIDENT WITH IMPOUND,,RHODE ISLAND AVE / MUSKOGEE ST,15305,
PP21100100001529,10/1/2021,ACCIDENT WITH IMPOUND,,BRIGHTSEAT RD NB / MEDICAL CENTER DR EB,31451,
PP21100100001184,10/1/2021,THEFT,8700 BLOCK,8785 BRANCH AVE SB,15298,
PP21100100000450,10/1/2021,"AUTO, STOLEN",1400 BLOCK,1422 SHADY GLEN DR,15814,
PP21100100001040,10/1/2021,ACCIDENT WITH IMPOUND,9400 BLOCK,9403 CHELTENHAM AVE,15298,
PP21100100002314,10/1/2021,"AUTO, STOLEN",6300 BLOCK,6394 MAXWELL DR,15577,
PP21100100001811,10/1/2021,"AUTO, STOLEN",4100 BLOCK,4129 WARNER AVE,10891,
PP21100100001491,10/1/2021,THEFT FROM AUTO,3200 BLOCK,3200 KENILWORTH AVE SB,8347,
PP21100100001682,10/1/2021,THEFT,1800 BLOCK,1836 METZEROTT RD,10889,
PP21100100002023,10/1/2021,"AUTO, STOLEN",5100 BLOCK,5141 INDIAN HEAD HWY SB,15574,
PP21100100001551,10/1/2021,"AUTO, STOLEN",2100 BLOCK,2110 ALICE AVE,15574,
PP21100100001171,10/1/2021,"ROBBERY, COMMERCIAL",3300 BLOCK,3316 DONNELL DR NB,15814,
PP21100100001450,10/1/2021,"ROBBERY, VEHICLE",,GLADYS RETREAT CIR / MARIES RETREAT DR,16440,
PP21100100001804,10/1/2021,ACCIDENT WITH IMPOUND,,RIGGS RD NB / SARGENT RD NB,10889,
PP21100100001609,10/1/2021,THEFT FROM AUTO,9300 BLOCK,9300 LOTTSFORD RD WB,8340,
PP21100100002087,10/1/2021,ASSAULT,6200 BLOCK,6219 64TH AVE,15302,
PP21100100001997,10/1/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD NB / BROCK BRIDGE RD,15999,
PP21100100001346,10/1/2021,THEFT FROM AUTO,8900 BLOCK,8913 WOODYARD RD SB,15298,
PP21100100000823,10/1/2021,"AUTO, STOLEN",6100 BLOCK,6181 ANNAPOLIS RD EB,10891,
PP21100200000950,10/2/2021,SEX OFFENSE,4200 BLOCK,4256 SUITLAND RD,15577,
PP21100200000520,10/2/2021,"AUTO, STOLEN",4200 BLOCK,4204 TAUNTON DR,15750,
PP21100200001341,10/2/2021,THEFT FROM AUTO,5600 BLOCK,5621 SARGENT RD NB,8789,
PP21100200000845,10/2/2021,THEFT FROM AUTO,11300 BLOCK,11370 EVANS TRL,15750,
PP21100200000511,10/2/2021,"B & E, COMMERCIAL",4800 BLOCK,4867 MARLBORO PIKE EB,15568,
PP21100200001233,10/2/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD NB / SNOWHILL ESTATES LN,15999,
PP21100200000416,10/2/2021,THEFT,9300 BLOCK,9310 MARLBORO PIKE,17002,
PP21100200001617,10/2/2021,THEFT FROM AUTO,6100 BLOCK,6100 WESTCHESTER PARK DR,15305,
PP21100200002131,10/2/2021,THEFT FROM AUTO,6800 BLOCK,6800 OXON HILL RD,15574,
PP21100200000467,10/2/2021,ACCIDENT WITH IMPOUND,,UNIVERSITY BLVD EB / ADELPHI RD NB,15306,
PP21100200001311,10/2/2021,ACCIDENT WITH IMPOUND,,MILLWHEEL ST / SHADY GLEN DR,15568,
PP21100200000482,10/2/2021,ACCIDENT WITH IMPOUND,9600 BLOCK,9601 BALD HILL RD,17158,
PP21100200000551,10/2/2021,THEFT FROM AUTO,5200 BLOCK,5292 MARLBORO PIKE WB,15814,
PP21100200000585,10/2/2021,"ROBBERY, OTHER",4400 BLOCK,4400 SAINT BARNABAS RD NB,15817,
PP21100200000691,10/2/2021,ACCIDENT WITH IMPOUND,2000 BLOCK,2080 UNIVERSITY BLVD WB,10889,
PP21100200001754,10/2/2021,THEFT FROM AUTO,3700 BLOCK,3730 BRANCH AVE NB,15577,
PP21100200000657,10/2/2021,"AUTO, STOLEN",1400 BLOCK,1400 AIRPORT LN,8834,
PP21100200000391,10/2/2021,ACCIDENT WITH IMPOUND,,NEW HAMPSHIRE AVE NB / UNIVERSITY BLVD EB,2327,
PP21100200001139,10/2/2021,THEFT FROM AUTO,3100 BLOCK,3131 CHRISTINE DR,15750,
PP21100200001030,10/2/2021,"AUTO, STOLEN",9100 BLOCK,9103 ALLENTOWN RD,15572,
PP21100200001033,10/2/2021,"ROBBERY, RESIDENTIAL",8200 BLOCK,8214 14TH AVE,10889,
PP21100200000530,10/2/2021,"B & E, COMMERCIAL",4100 BLOCK,4113 SOUTHERN AVE,15568,
PP21100200000380,10/2/2021,ACCIDENT WITH IMPOUND,5600 BLOCK,5622 SAINT BARNABAS RD NB,15572,
PP21100200002508,10/2/2021,ASSAULT,4100 BLOCK,4152 SILVER PARK TER,15577,
PP21100200000710,10/2/2021,THEFT FROM AUTO,2600 BLOCK,2620 LADY GROVE RD,17158,
PP21100200002133,10/2/2021,THEFT FROM AUTO,3200 BLOCK,3200 DONNELL DR NB,15814,
PP21100200001449,10/2/2021,ACCIDENT WITH IMPOUND,6500 BLOCK,6505 HIL MAR DR,15814,
PP21100200001119,10/2/2021,"AUTO, STOLEN",7000 BLOCK,7018 PALAMAR TURN,15994,
PP21100200000373,10/2/2021,THEFT FROM AUTO,5700 BLOCK,5736 SILVER HILL RD SB,15814,
PP21100200000652,10/2/2021,"B & E, RESIDENTIAL",7700 BLOCK,7757 GARRISON RD,10891,
PP21100200001579,10/2/2021,"B & E, OTHER",8100 BLOCK,8110 NEVILLE PL,15572,
PP21100200001818,10/2/2021,ACCIDENT WITH IMPOUND,,SILVER HILL RD NB / PENNSYLVANIA AVE WB,15814,
PP21100200002448,10/2/2021,ACCIDENT WITH IMPOUND,700 BLOCK,701 RITCHIE RD SB,15568,
PP21100200000921,10/2/2021,THEFT FROM AUTO,6700 BLOCK,6720 WILLOW CREEK RD,16440,
PP21100200002349,10/2/2021,"AUTO, STOLEN & RECOVERED",1200 BLOCK,1200 PALMER RD,15572,
PP21100200000334,10/2/2021,"B & E, COMMERCIAL",9100 BLOCK,9185 CENTRAL AVE EB,15568,
PP21100200000183,10/2/2021,ACCIDENT WITH IMPOUND,,RIDGEFIELD BLVD / GARRETT A MORGAN BLVD NB,31451,
PP21100200002142,10/2/2021,ACCIDENT WITH IMPOUND,,GLENN DALE RD / ELECTRIC AVE,16240,
PP21100200001899,10/2/2021,ACCIDENT WITH IMPOUND,,28TH PKWY / AFTON ST,15817,
PP21100200001111,10/2/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD NB / BROCK BRIDGE RD,15999,
PP21100200002027,10/2/2021,THEFT,7400 BLOCK,7467 ANNAPOLIS RD EB,10891,
PP21100200001182,10/2/2021,"ASSAULT, SHOOTING",,STRAUSBERG ST / RIDALL CT,8834,
PP21100200001122,10/2/2021,"ASSAULT, WEAPON",8500 BLOCK,8512 WENDY ST,15298,
PP21100200001068,10/2/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD NB / RACE TRACK RD,16435,
PP21100200001299,10/2/2021,"AUTO, STOLEN",10900 BLOCK,10909 LIVINGSTON RD,15572,
PP21100200000375,10/2/2021,ACCIDENT WITH IMPOUND,,PENNSY DR / POLK ST,31451,
PP21100200002184,10/2/2021,"ROBBERY, VEHICLE",,BOONES HILL RD / MARLBORO PIKE EB,15568,
PP21100200000384,10/2/2021,"B & E, COMMERCIAL",9100 BLOCK,9185 CENTRAL AVE EB,15568,
PP21100200001283,10/2/2021,THEFT FROM AUTO,13300 BLOCK,13301 ARDEN WAY,15999,
PP21100200000682,10/2/2021,THEFT FROM AUTO,4300 BLOCK,4314 KINMOUNT RD,15994,
PP21100200002263,10/2/2021,ACCIDENT WITH IMPOUND,,NEW HAMPSHIRE AVE SB / UNIVERSITY BLVD EB,2327,
PP21100200000239,10/2/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE SB / SOUTHERN AVE,15817,
PP21100200002321,10/2/2021,"ROBBERY, VEHICLE",200 BLOCK,204 RED JADE DR,8340,
PP21100200000226,10/2/2021,ASSAULT,5400 BLOCK,5443 16TH AVE,8789,
PP21100200000176,10/2/2021,ASSAULT,2400 BLOCK,2430 CHILLUM RD WB,8789,
PP21100200000084,10/2/2021,ACCIDENT WITH IMPOUND,7600 BLOCK,7619 CASTLE ROCK DR,15298,
PP21100200000736,10/2/2021,THEFT FROM AUTO,4500 BLOCK,4516 USANGE ST,15750,
PP21100200000398,10/2/2021,"B & E, COMMERCIAL",9000 BLOCK,9007 CENTRAL AVE EB,15568,
PP21100200001215,10/2/2021,"ASSAULT, WEAPON",1300 BLOCK,1350 LANGLEY WAY,10889,
PP21100300000970,10/3/2021,THEFT,8600 BLOCK,8601 MARTIN LUTHER KING JUNIOR HWY EB,15994,
PP21100300001549,10/3/2021,THEFT FROM AUTO,6000 BLOCK,6012 WESTCHESTER PARK DR,15305,
PP21100300001685,10/3/2021,ACCIDENT WITH IMPOUND,2300 BLOCK,2349 VIRGINIA AVE,31451,
PP21100300000323,10/3/2021,ACCIDENT WITH IMPOUND,7900 BLOCK,7998 INDIAN HEAD HWY NB,15572,
PP21100300002274,10/3/2021,ACCIDENT WITH IMPOUND,,ROSECROFT DR / BRINKLEY RD,15572,
PP21100300001627,10/3/2021,THEFT,3000 BLOCK,3035 SAINT JOSEPHS DR,8340,
PP21100300001267,10/3/2021,"B & E, COMMERCIAL",7800 BLOCK,7860 CENTRAL AVE WB,31451,
PP21100300000363,10/3/2021,"B & E, COMMERCIAL",10500 BLOCK,10574 CAMPUS WAY S,8340,
PP21100300001250,10/3/2021,THEFT FROM AUTO,8700 BLOCK,8767 CONTEE RD EB,15999,
PP21100300000107,10/3/2021,"B & E, COMMERCIAL",10200 BLOCK,10201 MARTIN LUTHER KING JUNIOR HWY EB,16440,
PP21100300001161,10/3/2021,"AUTO, STOLEN",10200 BLOCK,10280 BALTIMORE AVE SB,15305,
PP21100300000226,10/3/2021,"ASSAULT, WEAPON",8900 BLOCK,8903 LOUGHRAN RD,15572,
PP21100300002038,10/3/2021,ACCIDENT WITH IMPOUND,,SAINT BARNABAS RD NB / WHEELER RD,15817,
PP21100300001407,10/3/2021,THEFT,1500 BLOCK,1535 UNIVERSITY BLVD EB,10889,
PP21100300000962,10/3/2021,"AUTO, STOLEN",8500 BLOCK,8555 MARTIN LUTHER KING JUNIOR HWY EB,15994,
PP21100300000790,10/3/2021,"AUTO, STOLEN",5800 BLOCK,5805 SILVER HILL RD NB,15814,
PP21100300000033,10/3/2021,ACCIDENT WITH IMPOUND,,CHERRY MILL DR / POWDER MILL RD,10889,
PP21100300001449,10/3/2021,"AUTO, STOLEN",12100 BLOCK,12100 CENTRAL AVE WB,17158,
PP21100300002027,10/3/2021,ACCIDENT WITH IMPOUND,,KONTERRA DR / SWEITZER LN,15996,
PP21100300001008,10/3/2021,"ROBBERY, COMMERCIAL",4700 BLOCK,4747 SILVER HILL RD NB,15577,
PP21100300001196,10/3/2021,ACCIDENT WITH IMPOUND,6300 BLOCK,6308 LIVINGSTON RD,15574,
PP21100300000005,10/3/2021,"B & E, RESIDENTIAL",3900 BLOCK,3904 THORNWOOD RD,10891,
PP21100300001173,10/3/2021,ACCIDENT WITH IMPOUND,8200 BLOCK,8242 14TH AVE,10889,
PP21100300001577,10/3/2021,ACCIDENT WITH IMPOUND,9000 BLOCK,9000 ANNAPOLIS RD WB,15994,
PP21100300000117,10/3/2021,ACCIDENT WITH IMPOUND,2700 BLOCK,2705 COLEBROOKE DR,15817,
PP21100300001667,10/3/2021,ACCIDENT WITH IMPOUND,3300 BLOCK,3308 NAVY DAY DR,15577,
PP21100300000312,10/3/2021,ASSAULT,7500 BLOCK,7503 SURRATTS RD,15298,
PP21100300001373,10/3/2021,THEFT,900 BLOCK,990 EAST SWAN CREEK RD,15572,
PP21100300000380,10/3/2021,ACCIDENT WITH IMPOUND,,KANAWHA ST / 15TH AVE,10889,
PP21100300001084,10/3/2021,THEFT,1100 BLOCK,1106 CHAPELWOOD LN,15568,
PP21100300000294,10/3/2021,ACCIDENT WITH IMPOUND,,JOHN HANSON HWY WB / BALTIMORE WASHINGTON PKWY NB,8347,
PP21100300001482,10/3/2021,ASSAULT,1500 BLOCK,1521 KANAWHA ST,10889,
PP21100300000989,10/3/2021,THEFT FROM AUTO,6100 BLOCK,6100 WESTCHESTER PARK DR,15305,
PP21100300000868,10/3/2021,"AUTO, STOLEN",1600 BLOCK,1667 WILLOWOOD CT,31451,
PP21100300000140,10/3/2021,ACCIDENT WITH IMPOUND,2000 BLOCK,2000 EAST WEST HWY EB,8789,
PP21100300001047,10/3/2021,"AUTO, STOLEN",4000 BLOCK,4008 MEADOWVIEW DR,15577,
PP21100300002077,10/3/2021,ACCIDENT WITH IMPOUND,100 BLOCK,123 MARYLAND PARK DR,15568,
PP21100300001150,10/3/2021,THEFT FROM AUTO,10500 BLOCK,10515 BALTIMORE AVE NB,15750,
PP21100300001805,10/3/2021,THEFT FROM AUTO,6000 BLOCK,6004 WESTCHESTER PARK DR,15305,
PP21100300000742,10/3/2021,"B & E, COMMERCIAL",10400 BLOCK,10428 CAMPUS WAY S,8340,
PP21100300002047,10/3/2021,"ASSAULT, WEAPON",1700 BLOCK,1702 WALCOTT LN,15568,
PP21100300001213,10/3/2021,THEFT FROM AUTO,10400 BLOCK,10410 44TH AVE,15750,
PP21100400001179,10/4/2021,THEFT FROM AUTO,7600 BLOCK,7605 CRAIN HWY SE,17002,
PP21100400000021,10/4/2021,"ROBBERY, OTHER",,BROOKLEE DR / ROBLEE DR,17002,
PP21100400002396,10/4/2021,ACCIDENT WITH IMPOUND,9000 BLOCK,9050 LANHAM SEVERN RD WB,15994,
PP21100400001393,10/4/2021,ASSAULT,1600 BLOCK,1608 BRIGHTSEAT RD SB,31451,
PP21100400002286,10/4/2021,"ASSAULT, WEAPON",6500 BLOCK,6541 PENNSYLVANIA AVE EB,15814,
PP21100400001208,10/4/2021,"AUTO, STOLEN",6800 BLOCK,6811 RIGGS RD NB,10889,
PP21100400002184,10/4/2021,THEFT,9000 BLOCK,9002 OLD BRANCH AVE,15298,
PP21100400001351,10/4/2021,THEFT FROM AUTO,8400 BLOCK,8424 BALTIMORE AVE SB,15305,
PP21100400002340,10/4/2021,"AUTO, STOLEN",2600 BLOCK,2619 SOUTHERN AVE,15817,
PP21100400000286,10/4/2021,THEFT,9000 BLOCK,9050 LANHAM SEVERN RD WB,15994,
PP21100400000458,10/4/2021,THEFT FROM AUTO,10500 BLOCK,10500 43RD AVE,15750,
PP21100400000124,10/4/2021,"AUTO, STOLEN",5500 BLOCK,5520 MARLBORO PIKE WB,15814,
PP21100400000835,10/4/2021,THEFT FROM AUTO,4100 BLOCK,4131 BELT RD,15568,
PP21100400002109,10/4/2021,THEFT FROM AUTO,4300 BLOCK,4305 USANGE ST,15750,
PP21100400002268,10/4/2021,THEFT FROM AUTO,9600 BLOCK,9680 LOTTSFORD CT,8340,
PP21100400002410,10/4/2021,"ROBBERY, OTHER",4100 BLOCK,4125 SOUTHERN AVE,15568,
PP21100400002418,10/4/2021,THEFT FROM AUTO,9600 BLOCK,9640 LOTTSFORD CT,8340,
PP21100400001577,10/4/2021,THEFT FROM AUTO,5600 BLOCK,5601 REGENCY PARK CT,15577,
PP21100400000399,10/4/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE NB / MOORES RD,9221,
PP21100400002433,10/4/2021,ACCIDENT WITH IMPOUND,,QUEENS CHAPEL RD NB / RUSSELL AVE,16003,
PP21100400000191,10/4/2021,"AUTO, STOLEN",6600 BLOCK,6600 WEST FOREST RD,31451,
PP21100400000934,10/4/2021,THEFT,4300 BLOCK,4321 SELLMAN RD,15750,
PP21100400002203,10/4/2021,ASSAULT,4800 BLOCK,4811 GUNTHER ST,15568,
PP21100400001037,10/4/2021,THEFT,4900 BLOCK,4904 LAWRENCE ST,8347,
PP21100400001045,10/4/2021,"AUTO, STOLEN",4500 BLOCK,4514 SAINT BARNABAS RD NB,15817,
PP21100400001092,10/4/2021,THEFT FROM AUTO,5500 BLOCK,5556 TUXEDO RD,8347,
PP21100400000662,10/4/2021,"AUTO, STOLEN",4000 BLOCK,4022 FORESTON RD,15750,
PP21100400001283,10/4/2021,"AUTO, STOLEN",3900 BLOCK,3900 WHITETIRE RD,31451,
PP21100400000499,10/4/2021,THEFT FROM AUTO,4200 BLOCK,4200 FORBES BLVD,16440,
PP21100400001203,10/4/2021,THEFT,7300 BLOCK,7307 RIGGS RD,10889,
PP21100400001079,10/4/2021,ACCIDENT WITH IMPOUND,,CADILLAC DR / CRAIN HWY SE,9221,
PP21100400000868,10/4/2021,THEFT FROM AUTO,10900 BLOCK,10912 BALTIMORE AVE SB,15750,
PP21100400001276,10/4/2021,THEFT,7400 BLOCK,7411 CENTRAL AVE EB,15568,
PP21100400001390,10/4/2021,THEFT FROM AUTO,8600 BLOCK,8614 SUMTER LN,15298,
PP21100400000494,10/4/2021,ACCIDENT WITH IMPOUND,4800 BLOCK,4835 SILVER HILL RD NB,15577,
PP21100400001513,10/4/2021,THEFT FROM AUTO,6300 BLOCK,6306 OLD BRANCH AVE NB,15817,
PP21100400000412,10/4/2021,THEFT,7200 BLOCK,7225 DOMINION DR,15574,
PP21100400000570,10/4/2021,"B & E, RESIDENTIAL",10600 BLOCK,10612 KAINE PL,8340,
PP21100400001920,10/4/2021,THEFT,6100 BLOCK,6102 ANNAPOLIS RD WB,10891,
PP21100400000571,10/4/2021,THEFT FROM AUTO,7900 BLOCK,7907 INDIAN HEAD HWY SB,15574,
PP21100400001699,10/4/2021,"ASSAULT, WEAPON",7700 BLOCK,7762 LANDOVER RD WB,31451,
PP21100400001514,10/4/2021,"AUTO, STOLEN",,LAUREL BOWIE RD NB / BROCK BRIDGE RD,15999,
PP21100400002067,10/4/2021,THEFT FROM AUTO,8600 BLOCK,8634 EDGEWORTH DR,15568,
PP21100400001615,10/4/2021,THEFT,4700 BLOCK,4785 ALLENTOWN RD SB,15577,
PP21100400000997,10/4/2021,ACCIDENT WITH IMPOUND,,FORESTVILLE RD NB / PENNSYLVANIA AVE EB,15814,
PP21100400000394,10/4/2021,"B & E, COMMERCIAL",16100 BLOCK,16109 QUEENS CT,8340,
PP21100400000533,10/4/2021,THEFT FROM AUTO,11300 BLOCK,11360 CHERRY HILL RD SB,15750,
PP21100400001214,10/4/2021,ACCIDENT WITH IMPOUND,7100 BLOCK,7119 OLD BRANCH AVE SB,15817,
PP21100400002151,10/4/2021,THEFT,6300 BLOCK,6357 64TH AVE,15302,
PP21100400000675,10/4/2021,ACCIDENT WITH IMPOUND,,ANDALUSIA LN / SERVICE LN,15568,
PP21100400001151,10/4/2021,THEFT FROM AUTO,1000 BLOCK,1032 HAMPTON PARK BLVD,15568,
PP21100400000348,10/4/2021,"AUTO, STOLEN",1300 BLOCK,1321 KAREN BLVD,15568,
PP21100500000471,10/5/2021,THEFT FROM AUTO,11500 BLOCK,11512 NEON RD,15572,
PP21100500000577,10/5/2021,"AUTO, STOLEN",8300 BLOCK,8310 INDIAN HEAD HWY NB,15572,
PP21100500000290,10/5/2021,"B & E, COMMERCIAL",11000 BLOCK,11055 BALTIMORE AVE NB,15750,
PP21100500000760,10/5/2021,"B & E, COMMERCIAL",1100 BLOCK,1100 SHOPPERS WAY,8340,
PP21100500002067,10/5/2021,"AUTO, STOLEN",5700 BLOCK,5700 CYPRESS CREEK DR WB,8789,
PP21100500000940,10/5/2021,"AUTO, STOLEN",10900 BLOCK,10909 HACKBERRY CT,15298,
PP21100500001690,10/5/2021,"B & E, RESIDENTIAL",6400 BLOCK,6437 HIL MAR DR,15814,
PP21100500000718,10/5/2021,THEFT FROM AUTO,9600 BLOCK,9620 BALTIMORE AVE SB,15305,
PP21100500000530,10/5/2021,ACCIDENT WITH IMPOUND,,ANDALUSIA LN / SERVICE LN,15568,
PP21100500000950,10/5/2021,THEFT,5400 BLOCK,5454 SAINT BARNABAS RD NB,15572,
PP21100500001120,10/5/2021,"AUTO, STOLEN",4300 BLOCK,4301 23RD PKWY SB,15817,
PP21100500000533,10/5/2021,THEFT FROM AUTO,3900 BLOCK,3901 SUITLAND RD,15577,
PP21100500001275,10/5/2021,"AUTO, STOLEN",1800 BLOCK,1836 METZEROTT RD,10889,
PP21100500001556,10/5/2021,THEFT,3200 BLOCK,3207 NAYLOR RD,15817,
PP21100500001600,10/5/2021,ACCIDENT WITH IMPOUND,1500 BLOCK,1519 TUCKER RD,15572,
PP21100500000316,10/5/2021,"ROBBERY, OTHER",5300 BLOCK,5308 KENMONT RD,15574,
PP21100500000690,10/5/2021,THEFT,14200 BLOCK,14219 BALTIMORE AVE NB,15996,
PP21100500000605,10/5/2021,ACCIDENT WITH IMPOUND,,OXON HILL RD NB / SAINT BARNABAS RD,15574,
PP21100500001940,10/5/2021,"AUTO, STOLEN",4100 BLOCK,4100 SUITLAND RD,15577,
PP21100500000451,10/5/2021,THEFT FROM AUTO,3000 BLOCK,3003 HOSPITAL DR,31451,
PP21100500002509,10/5/2021,ASSAULT,10600 BLOCK,10624 BALTIMORE AVE SB,15750,
PP21100500000874,10/5/2021,"ASSAULT, SHOOTING",,KENILWORTH AVE SB / EASTERN AVE,25435,
PP21100500001555,10/5/2021,THEFT,9500 BLOCK,9500 MEDICAL CENTER DR WB,8340,
PP21100500001034,10/5/2021,ASSAULT,7900 BLOCK,7939 NEW HAMPSHIRE AVE NB,10889,
PP21100500000877,10/5/2021,"AUTO, STOLEN",6500 BLOCK,6500 RONALD RD,15568,
PP21100500000727,10/5/2021,THEFT,7400 BLOCK,7415 BALTIMORE AVE NB,15305,
PP21100500002460,10/5/2021,"AUTO, STOLEN",5100 BLOCK,5135 INDIAN HEAD HWY SB,15574,
PP21100500000002,10/5/2021,"B & E, OTHER",900 BLOCK,921 CASLON WAY,31451,
PP21100500001491,10/5/2021,THEFT FROM AUTO,60 BLOCK,69 HARRY S TRUMAN DR SB,8340,
PP21100500001246,10/5/2021,ACCIDENT WITH IMPOUND,,BRANDYWINE RD / NORTH KEYS RD,9221,
PP21100500001918,10/5/2021,ACCIDENT WITH IMPOUND,,KENILWORTH AVE NB / CRESTON ST,8347,
PP21100500000433,10/5/2021,"ROBBERY, COMMERCIAL",8700 BLOCK,8710 CENTRAL AV,31451,
PP21100500000481,10/5/2021,THEFT FROM AUTO,5700 BLOCK,5708 TENNYSON ST,15302,
PP21100500000607,10/5/2021,THEFT FROM AUTO,50 BLOCK,55 HAMPTON PARK BLVD,15568,
PP21100500001654,10/5/2021,THEFT FROM AUTO,10100 BLOCK,10101 BALTIMORE AVE NB,15305,
PP21100500002622,10/5/2021,"AUTO, STOLEN",8000 BLOCK,8007 14TH AVE,10889,
PP21100500001829,10/5/2021,ACCIDENT WITH IMPOUND,,OLD BRANCH AVE / KIRBY RD,15298,
PP21100500001977,10/5/2021,"AUTO, STOLEN",13800 BLOCK,13801 BRIARWOOD DR,15999,
PP21100500002492,10/5/2021,"B & E, RESIDENTIAL",7200 BLOCK,7214 HANOVER PKWY,16242,
PP21100500001219,10/5/2021,THEFT FROM AUTO,1400 BLOCK,1403 MADISON ST,8789,
PP21100500000315,10/5/2021,THEFT FROM AUTO,11600 BLOCK,11607 NEON RD,15572,
PP21100500001373,10/5/2021,"B & E, RESIDENTIAL",14500 BLOCK,14501 FARMINGTON CREEK RD,8834,
PP21100500000483,10/5/2021,THEFT FROM AUTO,8100 BLOCK,8155 MURRAY HILL DR,15572,
PP21100500000166,10/5/2021,THEFT FROM AUTO,3600 BLOCK,3615 SHENANDOAH DR,15750,
PP21100500000586,10/5/2021,"AUTO, STOLEN",7400 BLOCK,7422 TAYLOR ST,10891,
PP21100500000281,10/5/2021,"B & E, COMMERCIAL",10200 BLOCK,10260 BALTIMORE AVE SB,15305,
PP21100500001989,10/5/2021,ACCIDENT WITH IMPOUND,4100 BLOCK,4114 23RD PL,15817,
PP21100500001098,10/5/2021,THEFT,10700 BLOCK,10703 MARLBORO PIKE,17002,
PP21100500001482,10/5/2021,ACCIDENT WITH IMPOUND,9000 BLOCK,9039 ANNAPOLIS RD EB,15994,
PP21100500000306,10/5/2021,"ROBBERY, VEHICLE",1500 BLOCK,1512 IVERSON ST,15574,
PP21100500001775,10/5/2021,"AUTO, STOLEN",800 BLOCK,806 LARGO CENTER DR,8340,
PP21100500000702,10/5/2021,ACCIDENT WITH IMPOUND,15500 BLOCK,15531 BRANDYWINE RD,9221,
PP21100600000985,10/6/2021,ACCIDENT WITH IMPOUND,,BRINKLEY RD / KILDARE CT,15572,
PP21100600001370,10/6/2021,THEFT FROM AUTO,6400 BLOCK,6400 CLIPPER WAY,15574,
PP21100600000888,10/6/2021,THEFT,6200 BLOCK,6235 OXON HILL RD SB,15574,
PP21100600000118,10/6/2021,THEFT FROM AUTO,2400 BLOCK,2451 CHILLUM RD EB,8789,
PP21100600002802,10/6/2021,ACCIDENT WITH IMPOUND,,RITCHIE RD NB / FOREST PARK DR,15814,
PP21100600002513,10/6/2021,THEFT FROM AUTO,9300 BLOCK,9321 HOBART ST,8340,
PP21100600002553,10/6/2021,HOMICIDE,7200 BLOCK,7235 LANDOVER RD EB,31451,
PP21100600002812,10/6/2021,"AUTO, STOLEN",1500 BLOCK,1513 ELKWOOD LN,15568,
PP21100600002170,10/6/2021,THEFT,4700 BLOCK,4700 BERWYN HOUSE RD,15305,
PP21100600002698,10/6/2021,"B & E, COMMERCIAL",5300 BLOCK,5325 BEECH RD,15817,
PP21100600002540,10/6/2021,"ROBBERY, VEHICLE",12000 BLOCK,12009 LAUREL BOWIE RD NB,15999,
PP21100600000656,10/6/2021,THEFT FROM AUTO,9000 BLOCK,9078 BALTIMORE AVE SB,15305,
PP21100600001019,10/6/2021,ACCIDENT WITH IMPOUND,,LEONA ST / FORESTVILLE RD SB,15814,
PP21100600001875,10/6/2021,THEFT,1900 BLOCK,1967 VILLAGE GREEN DR,31451,
PP21100600000041,10/6/2021,ACCIDENT WITH IMPOUND,,SB BRANCH AVE OFRP BRANDYWINE RD / ACCOKEEK RD,9221,
PP21100600002616,10/6/2021,THEFT FROM AUTO,3100 BLOCK,3101 DONNELL DR SB,15814,
PP21100600002416,10/6/2021,"AUTO, STOLEN",7700 BLOCK,7731 ANNAPOLIS RD EB,10891,
PP21100600002219,10/6/2021,THEFT FROM AUTO,7100 BLOCK,7125 BALTIMORE AVE NB,15305,
PP21100600001462,10/6/2021,ACCIDENT WITH IMPOUND,6200 BLOCK,6200 BLK FLORAL PARK RD,9221,
PP21100600000648,10/6/2021,ACCIDENT WITH IMPOUND,,BROOKE LN / RITCHIE MARLBORO RD,17002,
